city,age,sex,family_size,work_hours,avg_sleep_hours,screen_time_hours,tea_cups,coffee_cups,late_snack,spice_intake,religious_freq,festival_freq,physical_activity_min,bedtime_variability,stress_level,city_noise_dB,light_pollution_index,temperature_night,humidity_night,air_quality_index,screen_brightness_behavior,sleep_quality_score
Aurangabad,30.0,Male,4,11.9,8.57,2.28,1,0,1,3,4,3,34.6,2.69,4.08,51.98,55.09,12.93,72.14,68.5,0.73,63.3
Navi Mumbai,36.9,Male,4,10.5,4.72,3.8,3,1,0,3,3,3,57.4,0.42,5.89,42.56,38.05,25.08,82.58,107.5,0.32,47.67
Bengaluru,32.7,Male,3,8.8,5.45,2.91,4,0,1,5,5,3,22.1,0.16,3.18,73.89,65.69,14.88,36.84,137.4,0.23,53.03
Haridwar,29.3,Female,2,10.3,5.68,1.92,1,0,0,3,3,1,18.9,0.42,4.79,44.44,66.48,31.69,65.94,32.6,0.61,50.45
Jaipur,16.7,Female,3,11.3,9.21,1.43,4,1,1,3,3,2,54.8,1.13,5.26,63.3,76.46,22.13,56.61,158.8,0.57,67.21
Ahmedabad,27.3,Female,3,7.5,8.87,2.25,0,2,0,3,2,2,68.1,1.87,2.36,65.47,75.12,16.58,66.35,33.3,0.89,62.93
Visakhapatnam,36.2,Male,4,10.5,6.23,2.03,4,1,0,4,3,3,66.2,1.12,3.53,65.69,58.45,24.97,66.41,94.0,0.44,59.82
Jaipur,28.8,Female,2,8.4,7.29,2.54,1,1,0,4,0,1,56.9,2.01,6.81,77.08,64.99,24.32,65.33,144.9,0.53,49.75
Tirupati,39.0,Male,5,9.9,6.57,1.85,1,0,0,3,1,1,27.0,1.15,1.85,46.66,55.43,24.02,61.36,12.8,0.27,50.89
Udaipur,33.8,Male,3,11.7,5.2,1.03,3,0,0,2,2,2,55.3,0.67,9.42,55.84,69.35,27.55,61.6,116.9,0.36,49.39
Ahmedabad,21.2,Female,3,10.5,7.79,1.2,0,1,0,3,2,2,37.9,1.24,1.0,63.38,78.87,19.44,68.94,10.0,0.31,58.54
Tirupati,16.8,Male,2,13.6,5.23,3.36,3,0,1,3,2,4,58.6,2.42,6.34,64.5,71.09,26.03,60.46,15.3,0.58,50.86
Mangalore,28.4,Male,6,10.2,7.6,2.53,3,0,1,4,3,3,34.6,3.62,1.12,60.66,69.9,23.52,69.66,19.6,0.23,60.32
Udaipur,24.8,Male,6,8.8,7.41,4.12,4,1,0,3,2,2,46.9,1.38,1.0,61.47,64.65,21.23,75.58,85.8,0.52,50.01
Pune,33.4,Male,3,9.8,6.88,3.4,1,2,0,3,2,1,62.7,0.53,6.14,74.3,97.74,24.02,58.86,96.6,0.57,54.47
Vasai-Virar,22.8,Female,5,9.6,7.91,2.6,3,1,0,3,3,1,67.0,1.52,6.72,56.83,64.35,26.85,73.65,10.0,0.69,57.08
Pune,23.8,Male,2,9.9,8.15,2.09,0,1,0,5,2,1,18.1,0.71,4.07,68.19,90.76,21.64,76.83,132.7,0.73,54.36
Itanagar,40.5,Other,6,6.4,7.77,3.32,3,2,0,4,2,3,87.7,0.07,6.04,59.03,28.76,22.52,59.19,28.5,0.82,53.73
Delhi,31.5,Female,2,9.4,7.53,0.65,2,2,1,3,1,1,48.2,0.61,2.26,77.41,65.23,31.57,56.94,156.5,0.98,62.34
Kalyan-Dombivli,23.0,Male,4,7.8,5.86,2.58,1,1,1,4,4,3,22.8,2.15,8.76,62.58,53.68,27.33,44.49,33.5,0.89,32.66
Surat,30.2,Female,3,11.2,6.76,2.61,1,2,0,3,1,1,42.4,2.06,1.49,74.82,69.25,23.35,57.97,127.2,0.33,57.82
Surat,43.8,Female,3,8.9,5.68,3.96,0,1,0,4,0,1,48.4,1.13,3.78,74.41,67.73,21.7,51.26,120.0,0.88,46.28
Navi Mumbai,32.9,Female,4,9.6,6.45,2.87,1,1,0,3,2,1,16.1,0.94,3.77,41.27,33.52,29.54,63.28,112.3,0.9,57.99
Bhubaneswar,35.9,Female,3,9.2,7.25,2.03,2,0,0,5,3,2,13.9,1.12,6.54,61.27,40.14,27.74,55.17,53.3,0.68,51.65
Aurangabad,22.5,Female,5,8.5,6.44,0.26,0,1,0,2,4,3,16.2,0.06,3.28,53.25,58.04,24.5,77.14,90.7,0.75,58.12
Bhubaneswar,40.3,Male,5,8.0,6.74,0.3,5,0,0,4,2,1,17.5,1.28,6.48,44.17,24.44,25.08,60.68,92.9,0.33,65.16
Pune,53.2,Male,3,10.1,5.35,3.37,2,3,1,3,3,2,17.0,2.66,5.52,69.42,86.39,18.88,64.38,89.2,0.39,43.11
Ludhiana,22.1,Female,5,9.1,8.39,3.02,2,0,1,4,1,1,47.4,1.01,2.89,47.06,62.38,24.89,70.43,71.7,0.4,55.65
Thane,18.2,Female,4,7.8,7.57,3.29,4,1,1,2,3,3,62.8,0.76,3.81,51.27,56.54,33.73,43.11,111.5,0.83,55.41
Delhi,31.8,Female,3,9.6,7.95,2.36,1,0,1,3,3,0,24.9,2.3,3.18,67.92,75.58,30.09,55.31,161.5,0.55,56.16
Rajkot,38.8,Female,6,8.6,7.86,2.28,4,0,1,3,2,3,16.9,2.24,6.29,44.01,37.81,18.29,52.64,35.1,0.51,61.14
Ranchi,29.1,Male,4,9.7,6.18,2.18,3,0,1,5,5,2,47.0,2.4,4.0,58.18,42.34,28.02,66.32,28.2,0.15,51.32
Varanasi,19.5,Female,4,9.0,7.6,2.6,5,0,0,2,2,2,51.8,0.75,5.27,56.71,34.77,27.26,70.65,91.4,0.56,72.46
Thiruvananthapuram,28.9,Female,6,9.3,5.32,1.13,1,0,1,2,9,1,12.3,1.51,5.81,62.17,52.4,23.81,78.3,68.5,0.05,56.21
Vasai-Virar,36.0,Male,4,9.1,6.89,2.23,3,1,0,4,4,2,60.6,1.74,4.52,54.52,60.5,26.65,55.0,101.3,0.76,51.88
Mumbai,25.9,Male,1,9.4,7.67,1.99,3,2,0,3,0,3,47.4,1.76,4.5,74.19,86.97,20.62,62.14,117.1,0.31,40.53
Bengaluru,36.1,Female,1,9.2,5.37,4.1,3,3,1,2,4,1,30.6,0.96,5.46,64.13,71.05,16.96,58.29,112.6,0.21,46.25
Srinagar,41.6,Female,3,10.9,5.11,1.01,4,0,0,2,2,2,48.8,0.57,5.0,71.39,65.58,29.28,64.55,56.3,0.4,55.97
Pune,32.4,Male,3,8.8,7.36,2.78,2,0,0,3,6,4,52.2,1.12,2.67,61.97,70.01,19.54,76.96,105.7,0.69,58.42
Mumbai,29.7,Male,2,12.5,5.57,3.6,1,3,1,1,3,0,13.2,1.88,2.78,84.76,76.87,25.98,80.16,118.7,0.4,55.96
Indore,38.3,Female,5,11.5,4.94,0.81,1,0,0,3,4,1,14.9,1.37,2.01,65.01,39.18,20.7,48.72,85.1,0.95,55.61
Rajkot,21.4,Male,3,8.0,6.64,1.27,0,2,0,2,3,1,73.7,3.39,4.9,46.9,49.45,28.08,48.96,10.0,0.56,66.64
Surat,20.5,Male,3,10.9,8.15,4.74,0,0,0,3,2,1,30.9,2.04,3.17,67.25,65.09,21.41,48.91,134.7,0.63,51.37
Kota,27.3,Female,5,9.8,7.83,2.85,4,0,0,3,1,0,57.2,0.25,7.92,69.79,26.01,16.73,64.89,75.4,0.31,42.94
Navi Mumbai,25.1,Female,6,10.1,7.92,3.33,1,0,1,3,7,1,91.4,2.39,5.14,49.57,31.29,25.27,65.33,104.8,0.25,56.54
Surat,22.0,Female,3,10.6,6.98,3.15,0,2,1,3,1,2,5.2,2.7,3.47,74.52,72.03,19.03,39.11,94.6,0.5,59.0
Dehradun,48.3,Female,2,7.6,7.71,0.47,2,1,0,3,2,2,7.8,0.0,4.98,48.37,38.55,29.5,41.13,122.2,0.94,59.63
Allahabad,51.7,Female,5,11.2,3.66,2.57,0,0,1,2,4,2,19.3,2.35,8.54,53.47,69.28,22.91,95.14,86.7,0.66,38.93
Navi Mumbai,26.5,Female,4,11.5,7.15,4.95,1,0,1,1,6,0,46.6,1.44,1.15,56.34,27.29,25.77,63.73,64.7,0.11,65.27
Rajkot,30.9,Male,4,8.2,7.3,1.56,0,1,1,3,2,3,31.1,1.58,4.53,40.31,42.08,25.89,46.96,10.0,0.58,55.48
Delhi,28.1,Male,2,8.9,7.01,4.32,0,1,0,4,3,3,47.8,0.72,1.77,79.98,62.93,29.13,65.71,180.6,0.12,60.86
Madurai,41.1,Male,5,6.0,6.77,1.58,3,0,1,4,3,1,63.7,1.97,2.14,49.28,51.22,25.58,100.0,59.6,0.38,64.07
Jaipur,43.1,Female,2,10.7,7.59,2.62,1,3,1,3,2,4,11.8,0.55,5.24,78.45,61.25,26.59,42.73,180.9,0.48,51.66
Bilaspur,16.0,Female,6,8.6,6.73,0.79,3,1,1,5,1,2,20.7,1.06,8.82,48.7,38.92,22.15,61.88,57.9,0.2,38.91
Imphal,34.8,Female,3,7.2,7.19,2.39,2,0,0,3,2,2,57.3,1.75,8.09,47.25,67.92,15.17,100.0,89.0,0.09,54.64
Vasai-Virar,16.9,Female,3,9.2,6.57,2.13,1,1,0,4,0,4,47.4,2.45,7.32,61.15,60.47,27.26,66.45,44.9,0.27,46.96
Pune,47.6,Female,4,8.8,7.21,2.78,4,1,1,5,3,1,5.6,2.58,2.91,59.12,91.45,22.31,75.36,127.8,0.84,58.19
Hyderabad,34.4,Female,3,10.7,5.42,2.14,2,0,0,3,0,3,62.7,2.2,7.9,74.22,59.07,24.67,53.88,159.4,0.6,50.9
Surat,21.8,Male,3,9.0,8.41,2.73,1,1,0,5,1,1,29.5,2.05,4.63,66.31,75.49,24.62,61.13,137.8,0.73,57.01
Pimpri-Chinchwad,27.6,Female,3,7.8,9.04,1.44,4,0,0,3,1,3,51.0,3.27,6.49,54.59,49.02,24.27,87.54,54.5,0.52,52.34
Ahmedabad,27.1,Female,2,10.1,8.37,3.61,4,2,0,3,0,3,65.3,2.21,3.19,61.28,74.65,18.89,62.79,10.0,0.45,62.9
Ludhiana,35.3,Female,4,8.4,8.35,2.23,3,0,0,2,5,1,19.7,0.57,3.79,55.36,59.99,27.08,63.92,50.4,0.37,70.62
Chennai,40.4,Male,2,7.8,7.79,2.01,3,2,0,1,2,2,25.5,1.97,6.35,76.81,61.83,19.31,54.95,76.3,0.76,62.96
Guntur,18.5,Female,5,10.8,6.05,2.9,5,0,0,4,3,2,78.8,1.78,8.63,51.82,36.84,22.52,43.37,10.0,0.44,52.09
Bengaluru,48.4,Male,3,9.4,6.77,2.57,1,1,1,3,3,2,12.3,0.0,6.51,63.97,79.33,13.77,29.18,103.8,0.68,52.9
Udaipur,46.1,Female,4,10.3,5.42,2.88,2,1,1,2,0,0,30.9,1.63,5.06,61.04,56.59,22.69,53.67,75.7,0.7,48.72
Gorakhpur,21.2,Female,4,9.4,6.2,2.11,2,0,1,4,1,3,25.1,1.03,2.21,50.92,54.62,22.4,59.78,85.2,0.35,66.51
Agra,30.7,Male,4,6.2,6.83,0.28,1,2,1,4,4,2,28.1,0.54,5.14,38.18,34.31,35.0,68.23,128.4,0.46,55.47
Kota,47.1,Male,6,9.8,4.85,2.53,5,0,0,4,3,1,46.7,0.43,6.2,59.32,14.3,23.18,62.12,47.8,0.81,51.0
Thane,42.3,Female,2,8.4,6.31,2.95,1,0,1,4,2,3,37.8,1.46,7.08,57.97,57.11,30.03,37.47,45.7,0.52,41.75
Navi Mumbai,26.6,Female,5,8.7,7.05,3.55,2,2,1,3,2,2,56.7,0.64,5.04,49.91,41.56,29.66,81.55,112.0,0.6,58.15
Surat,38.1,Female,2,13.3,5.0,2.72,2,0,0,3,0,3,26.3,0.68,3.86,82.61,85.42,27.15,44.64,112.6,0.57,46.39
Ahmedabad,60.0,Female,3,10.7,4.64,2.72,2,1,0,4,0,2,33.8,0.84,4.69,67.56,54.59,26.16,68.91,10.0,0.28,53.24
Vasai-Virar,31.1,Female,4,8.8,4.74,2.04,0,2,1,2,1,2,48.7,1.58,6.62,58.19,71.69,28.76,68.27,17.4,0.53,44.66
Vadodara,23.7,Male,4,8.4,7.54,4.59,2,0,1,5,6,1,89.0,1.54,8.24,41.01,41.51,23.11,67.03,132.9,0.25,48.96
Vasai-Virar,31.7,Female,4,11.9,4.7,2.47,5,0,0,3,5,2,79.5,2.09,4.62,65.55,61.18,22.64,81.22,10.0,0.6,50.87
Ahmedabad,32.5,Female,3,10.0,5.57,0.73,3,1,1,2,0,1,33.8,0.24,8.66,55.47,64.2,17.02,54.3,22.5,0.24,50.49
Jaipur,24.8,Female,3,11.5,7.64,0.99,3,1,0,5,2,0,63.7,1.95,2.42,56.74,74.45,25.51,47.17,158.6,0.46,67.22
Bengaluru,34.4,Male,3,10.5,3.0,3.43,1,1,0,3,1,1,49.0,1.56,3.36,68.35,63.95,14.58,48.53,114.3,0.81,43.64
Mumbai,17.5,Male,3,10.2,6.23,2.43,2,1,1,4,1,3,32.2,2.69,6.18,66.52,73.69,18.41,66.9,149.5,0.79,53.32
Pune,23.3,Male,4,11.5,7.24,4.07,1,0,1,2,1,2,45.2,1.69,3.73,62.95,86.97,19.15,69.75,125.2,0.24,42.96
Mumbai,37.6,Female,3,10.4,5.78,3.32,1,0,1,5,2,3,40.9,1.7,5.11,63.09,63.51,17.25,76.31,173.9,0.55,34.31
Bengaluru,16.0,Male,3,10.0,7.01,3.38,2,3,1,5,2,3,25.5,1.45,4.09,60.55,63.57,14.23,38.18,80.7,0.81,52.57
Port Blair,39.0,Male,4,9.8,7.48,1.17,3,0,1,3,3,3,20.2,1.68,3.55,67.69,41.59,24.29,60.18,43.8,0.29,54.27
Delhi,16.0,Male,2,8.3,8.02,3.07,1,2,0,4,0,0,77.2,0.72,1.66,72.19,86.67,34.29,69.27,157.3,0.49,67.57
Ranchi,16.0,Male,4,9.7,7.32,2.16,0,0,0,5,0,2,40.5,1.77,5.68,60.31,39.03,24.92,59.06,51.1,0.83,45.88
Pune,25.0,Female,1,10.2,6.91,2.06,1,0,0,4,1,2,30.0,1.7,2.76,64.84,77.98,24.27,64.25,80.0,0.18,62.96
Tiruchirappalli,32.9,Female,4,8.3,6.11,1.16,2,2,0,5,2,3,69.6,2.13,5.78,52.0,68.04,27.38,75.53,101.9,0.65,45.95
Pimpri-Chinchwad,43.3,Female,4,9.5,7.16,3.49,3,0,0,4,4,1,15.7,0.93,7.16,53.38,52.2,23.6,71.7,106.3,0.65,54.54
Ahmedabad,30.6,Male,3,9.1,6.28,3.07,2,0,0,2,3,1,20.5,1.63,5.74,60.74,74.8,16.57,77.65,111.3,0.1,48.56
Ludhiana,27.5,Male,3,7.7,8.4,1.66,2,3,0,3,2,1,34.3,1.08,2.53,65.84,64.16,25.65,64.24,84.4,0.38,69.44
Jaipur,35.8,Female,3,11.7,6.12,1.95,3,2,1,3,2,1,14.0,0.89,6.5,66.45,60.26,25.2,43.3,160.3,0.27,37.9
Kalyan-Dombivli,21.3,Male,4,10.2,5.81,2.01,2,0,1,3,4,3,63.7,0.95,3.91,67.68,39.48,26.13,42.34,40.9,0.15,51.45
Bengaluru,31.4,Female,3,11.2,6.28,3.29,1,1,0,3,1,3,36.6,1.15,3.37,67.77,71.34,13.19,39.92,100.0,0.04,45.34
Nellore,18.0,Male,2,10.9,7.42,0.79,1,0,0,4,2,1,40.4,0.0,5.29,37.0,42.96,27.89,82.57,10.0,0.57,57.6
Indore,30.8,Male,4,10.0,6.49,1.89,3,1,0,3,1,3,73.5,0.88,5.19,65.13,45.58,20.8,67.13,111.5,0.74,51.92
Surat,28.7,Male,4,7.7,7.6,0.45,6,0,1,3,4,2,28.8,2.24,3.9,83.79,79.74,17.82,55.53,108.7,0.35,59.66
Jodhpur,22.0,Female,2,10.5,8.21,1.98,3,1,0,3,5,2,70.1,0.84,3.37,58.07,69.52,35.0,54.56,116.0,0.35,64.01
Jaipur,31.7,Male,2,9.4,7.5,3.96,3,0,0,4,3,0,22.8,0.13,3.77,65.8,72.93,26.51,61.79,164.0,0.72,53.79
Aizawl,31.6,Female,5,8.2,5.23,0.83,1,0,1,3,1,2,2.1,0.0,4.27,60.2,44.65,34.37,75.29,47.2,0.42,57.0
Bhopal,41.8,Female,4,9.9,5.03,1.87,6,0,1,5,2,2,33.4,0.94,6.14,56.29,32.73,24.99,34.17,37.2,0.85,39.36
Raipur,16.0,Male,3,10.5,7.94,1.8,3,0,1,3,2,0,65.1,0.06,6.3,56.77,32.47,24.19,63.63,90.4,0.72,62.33
Bengaluru,29.2,Male,2,10.7,6.5,1.88,1,0,1,2,3,1,72.8,3.17,3.9,65.78,54.23,20.3,46.59,135.4,0.63,55.44
Kohima,22.4,Female,3,8.8,6.5,1.59,4,0,0,3,4,3,33.2,1.85,6.48,49.39,48.27,27.52,73.0,114.1,0.27,65.36
Gwalior,38.7,Male,2,10.3,5.56,0.81,4,0,0,3,6,3,40.4,0.35,6.04,57.55,35.28,21.78,71.15,62.4,0.96,54.44
Hyderabad,37.5,Female,4,10.4,6.61,2.03,0,1,0,3,4,0,68.9,1.64,4.63,66.11,55.04,19.95,46.39,52.9,0.2,48.57
Kolkata,35.1,Female,3,10.6,5.24,2.66,2,2,0,1,1,1,49.6,1.06,6.04,56.34,63.3,15.87,42.95,147.0,0.32,49.31
Ahmedabad,23.0,Male,2,8.5,6.81,2.89,3,3,1,4,0,3,33.6,0.0,6.86,57.6,68.73,19.6,67.04,10.0,0.66,47.75
Guntur,38.9,Male,4,7.1,6.64,1.7,1,1,1,3,4,3,32.2,0.75,6.84,48.52,49.03,23.63,50.95,23.2,0.23,58.72
Pune,16.0,Male,2,9.5,7.74,4.34,0,1,0,4,2,3,37.0,1.97,4.93,63.83,84.57,16.45,61.62,126.0,0.26,49.77
Bhopal,16.0,Male,5,7.5,6.56,2.66,2,1,1,3,1,3,55.4,2.4,9.5,57.41,56.0,20.92,47.59,70.6,0.38,33.91
Delhi,17.2,Male,3,12.0,4.73,4.47,1,2,0,3,4,1,78.6,0.79,4.94,77.95,79.12,24.89,49.93,140.2,0.58,44.29
Jaipur,29.7,Female,4,7.8,7.34,2.38,1,1,0,4,2,1,28.6,0.86,4.24,65.08,68.98,24.38,36.5,189.2,0.81,45.81
Vasai-Virar,36.8,Female,3,7.9,5.95,1.06,5,1,0,3,1,2,40.9,0.59,8.58,60.9,63.63,27.21,68.15,17.1,0.84,53.21
Moradabad,16.0,Female,4,6.4,7.42,1.83,3,0,0,3,2,2,35.3,1.46,6.67,63.35,43.05,21.64,50.09,61.0,0.44,53.96
Ludhiana,43.2,Female,4,9.6,7.01,3.81,2,0,1,3,4,3,29.2,1.03,3.58,53.31,60.06,25.4,64.56,90.6,0.74,55.59
Imphal,31.3,Male,4,8.1,8.34,1.1,1,1,0,3,5,2,40.6,1.51,2.94,60.33,49.35,15.67,88.57,123.4,0.05,53.06
Meerut,16.0,Male,3,11.5,7.1,2.76,8,0,0,4,3,1,18.1,1.33,5.58,72.32,37.29,20.22,60.94,61.1,0.38,58.08
Mumbai,31.0,Male,3,10.6,6.0,1.97,2,1,0,2,3,3,56.3,0.0,6.63,71.96,86.71,14.43,71.34,166.2,0.9,52.06
Ahmedabad,40.9,Male,3,9.6,6.21,2.13,2,4,1,4,0,1,36.4,0.5,5.84,68.37,66.12,21.24,77.18,63.7,0.4,46.18
Vasai-Virar,36.0,Male,4,9.4,5.73,1.55,4,1,0,5,1,3,23.8,1.3,5.66,54.64,54.5,25.63,63.74,10.0,0.54,40.34
Bharatpur,41.0,Male,6,9.7,6.16,1.17,2,0,1,3,1,3,25.7,0.14,6.12,62.53,72.55,29.15,81.95,82.2,0.3,56.18
Tirupati,16.3,Female,4,10.2,7.37,2.7,2,1,1,3,3,0,67.4,2.05,5.27,55.63,61.61,24.66,56.43,72.3,0.86,56.75
Hyderabad,25.9,Female,3,11.5,5.55,4.44,1,1,1,3,1,1,61.7,1.01,7.32,61.77,48.45,25.03,56.74,180.8,0.78,46.87
Hyderabad,20.8,Male,2,9.4,5.25,3.9,1,3,0,2,5,2,8.9,1.68,8.02,70.45,47.12,24.03,68.46,146.7,0.64,40.87
Hyderabad,47.2,Female,2,8.7,6.51,3.03,2,0,1,3,3,3,61.2,0.0,4.01,68.27,84.05,20.18,56.94,139.8,0.58,50.47
Jamshedpur,36.4,Female,4,9.6,7.2,0.66,2,0,0,3,1,2,27.9,0.55,2.26,58.38,28.65,16.43,56.74,45.4,0.89,68.98
Bhubaneswar,58.5,Male,3,11.6,6.52,2.12,3,0,1,2,2,2,20.5,1.51,4.01,47.78,37.51,29.37,69.82,72.3,0.49,53.73
Kochi,25.3,Male,6,10.9,5.84,2.56,2,0,1,3,3,2,81.3,1.82,4.73,62.21,65.9,25.09,40.93,133.0,0.61,44.16
Jaipur,22.8,Other,2,12.9,6.61,2.41,2,1,1,3,5,2,50.1,1.55,1.98,67.62,71.73,31.1,51.2,109.6,0.6,62.38
Ghaziabad,28.6,Female,4,11.4,5.32,3.2,3,1,1,3,2,2,29.7,0.0,1.0,39.38,53.33,22.35,75.06,26.1,0.58,57.95
Visakhapatnam,43.8,Other,4,7.3,5.18,1.82,2,0,0,3,2,3,58.8,1.83,2.78,49.66,43.89,26.38,61.19,129.4,0.2,64.92
Pune,26.3,Male,2,9.9,7.52,2.4,2,3,1,1,4,3,63.9,0.29,8.06,61.55,79.0,21.94,76.42,148.2,0.33,48.51
Ghaziabad,31.2,Male,5,8.8,8.21,2.89,3,1,1,5,5,1,67.8,0.95,2.94,42.75,40.42,19.81,67.07,10.0,0.32,69.35
Delhi,31.0,Male,3,10.2,6.12,3.37,4,0,1,3,0,1,45.1,0.0,6.09,68.99,81.63,30.36,59.46,128.5,0.69,48.55
Kolkata,30.4,Other,3,10.3,7.16,4.0,0,1,0,3,0,4,48.4,1.86,5.11,59.9,43.48,20.42,47.43,105.7,0.54,55.76
Durgapur,23.5,Male,5,10.6,6.98,2.47,0,1,0,2,3,0,62.3,0.67,4.07,63.18,56.17,34.29,51.07,37.2,0.37,58.05
Agartala,28.6,Male,3,6.4,6.6,1.28,2,0,0,5,1,3,32.8,0.41,3.57,58.17,18.15,19.08,68.63,115.1,0.64,57.96
Nagpur,28.2,Female,4,10.2,6.71,0.0,2,1,0,2,3,1,70.0,1.04,4.0,43.65,39.24,11.72,86.99,30.9,0.39,69.77
Ludhiana,29.9,Male,2,9.9,6.59,0.45,8,0,1,3,2,1,45.2,2.0,5.3,53.05,62.41,22.82,66.65,107.6,0.06,54.85
Jaipur,39.4,Male,2,10.9,6.62,1.92,1,1,1,3,3,1,62.3,1.99,5.14,69.74,64.25,24.12,60.17,217.5,0.03,56.51
Thiruvananthapuram,47.6,Female,6,8.1,6.99,3.19,2,0,0,5,4,1,28.9,1.38,6.8,41.37,44.49,19.92,94.3,72.7,0.17,54.04
Vijayawada,21.6,Male,5,9.9,6.39,3.1,1,1,0,3,3,2,34.4,1.55,6.01,43.43,56.05,14.84,58.93,10.0,0.27,43.24
Shimla,26.1,Male,5,8.2,7.52,1.64,2,1,0,3,6,3,73.1,1.08,5.0,54.87,26.89,31.8,63.94,37.1,0.57,58.17
Kota,21.7,Male,4,9.4,5.87,2.73,0,0,1,3,1,1,17.7,0.47,5.63,62.97,23.4,21.37,66.7,127.8,0.88,48.33
Hyderabad,31.9,Female,3,9.8,5.96,1.62,0,0,1,3,2,0,55.9,1.49,1.65,59.11,50.64,17.1,55.48,145.3,0.68,58.66
Surat,24.6,Male,4,8.9,8.96,3.74,1,0,1,3,1,2,0.0,0.17,5.25,73.08,61.28,28.99,59.16,26.8,0.25,45.46
Pimpri-Chinchwad,32.4,Male,4,6.5,6.6,1.75,1,0,0,3,1,2,34.3,1.07,7.61,48.42,45.05,22.47,66.77,29.0,0.45,51.06
Surat,41.0,Female,3,11.3,7.43,3.15,1,3,1,2,1,1,22.5,0.13,6.01,71.98,73.35,26.26,57.88,114.7,0.71,58.0
Dehradun,16.0,Male,5,8.3,6.76,2.48,2,1,1,3,4,1,26.7,0.01,2.9,51.74,41.68,27.17,64.94,127.5,0.56,60.78
Surat,34.9,Male,4,9.7,5.38,2.97,2,0,0,3,3,2,47.5,2.0,2.8,80.06,84.18,25.03,56.5,108.0,0.65,42.93
Kolkata,25.4,Female,2,10.7,7.33,1.3,2,1,1,4,3,2,57.6,1.84,5.92,71.14,77.26,22.47,44.94,138.7,0.59,46.5
Jaipur,34.6,Male,3,8.1,5.52,1.91,5,1,0,4,2,0,41.9,1.73,5.39,69.36,57.99,26.87,47.41,171.3,0.24,52.47
Guntur,21.0,Male,3,9.9,5.95,2.95,1,0,0,5,3,3,27.8,1.82,1.45,48.62,40.75,24.32,55.36,84.3,0.76,54.05
Hyderabad,42.0,Female,1,10.4,7.57,3.51,3,1,0,5,1,3,51.4,0.8,4.91,68.99,55.77,19.46,71.77,110.9,0.8,62.91
Dhanbad,39.1,Female,3,7.0,10.0,1.03,3,1,1,5,1,3,63.4,1.15,5.04,40.27,63.23,23.58,82.44,99.7,0.67,65.29
Thane,35.7,Female,4,8.1,6.73,3.38,4,1,0,1,5,3,20.5,1.82,5.01,55.03,57.61,35.0,51.39,81.4,0.56,61.5
Mumbai,37.9,Male,4,11.4,6.27,1.95,2,2,1,3,1,0,34.3,1.0,5.35,70.51,89.45,23.08,66.54,153.9,0.51,47.83
Pimpri-Chinchwad,22.5,Male,4,10.8,7.09,0.86,2,0,0,4,3,2,0.9,1.12,7.55,53.26,52.27,19.35,65.15,55.7,0.27,56.92
Madurai,23.8,Female,3,10.4,7.68,1.44,4,1,0,2,0,3,39.4,0.87,4.56,52.11,59.93,24.83,95.94,67.5,0.93,53.47
Ludhiana,37.5,Male,3,7.9,7.69,1.91,3,0,0,5,5,0,0.0,0.03,7.75,51.81,68.21,21.0,62.11,40.5,0.75,58.77
Pondicherry,22.3,Male,5,8.1,8.61,0.92,2,0,1,2,5,3,50.2,1.66,4.51,56.12,60.66,26.6,63.06,10.0,0.13,66.42
Ahmedabad,44.5,Female,4,8.3,7.21,3.39,0,0,0,4,1,0,32.1,0.0,3.21,68.96,84.65,15.87,69.96,37.9,0.59,57.7
Bengaluru,26.8,Male,2,11.1,7.82,2.29,1,0,1,3,1,3,31.6,1.28,1.96,69.3,62.52,11.48,44.03,165.0,0.18,47.99
Bilaspur,35.0,Female,4,7.1,6.3,1.97,3,4,0,3,3,0,59.1,1.4,5.97,43.79,31.28,24.84,58.79,30.3,0.47,55.17
Jaipur,51.0,Male,4,12.6,6.89,2.95,2,3,0,2,3,1,43.3,2.8,4.76,72.37,82.61,23.44,38.53,158.0,0.24,52.74
Vasai-Virar,22.9,Male,3,8.9,6.04,3.66,1,0,0,5,5,2,20.3,0.0,7.31,49.77,54.31,23.88,59.25,10.0,0.26,46.49
Panaji,30.7,Female,3,8.6,7.31,2.53,4,1,0,4,2,2,26.3,1.09,2.55,61.9,72.8,16.79,70.92,10.0,0.48,56.89
Surat,40.5,Male,2,9.3,6.92,2.2,1,0,0,4,2,1,45.0,3.21,7.5,74.9,76.49,24.82,43.01,97.5,0.39,50.11
Raipur,39.5,Female,4,8.0,5.2,1.11,0,1,1,3,5,2,49.1,0.15,6.13,55.78,33.84,25.13,62.4,124.2,0.41,39.89
Kolkata,26.7,Male,2,10.0,4.98,1.25,3,0,0,3,0,2,33.9,0.0,7.13,64.03,75.55,15.78,39.65,134.1,0.7,57.42
Ahmedabad,24.8,Male,3,8.6,7.81,1.52,2,2,0,3,2,2,35.0,0.88,6.7,57.17,63.34,14.22,60.94,60.9,0.2,58.3
Kolkata,27.7,Male,4,11.5,5.92,2.35,2,0,0,3,6,2,45.9,0.4,4.83,70.26,73.43,20.39,66.96,143.0,0.36,49.51
Port Blair,44.5,Male,6,10.3,5.12,3.09,1,1,1,3,6,4,56.0,1.49,7.46,59.63,62.3,25.21,57.99,72.1,0.32,41.51
